IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
150.164.203.92,host-fe83a27f,22,tcp,5.3,Medium,80,Mitigation,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),"The remote SSH server is configured to allow / support weak key
  exchange (KEX) algorithm(s).","The remote SSH server supports the following weak KEX algorithm(s):

KEX algorithm                      | Reason
-------------------------------------------------------------------------------------------
diffie-hellman-group-exchange-sha1 | Using SHA-1
diffie-hellman-group1-sha1         | Using Oakley Group 2 (a 1024-bit MODP group) and SHA-1
",1.3.6.1.4.1.25623.1.0.150713,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:51:26Z,a602665f-7c34-47bd-a66e-59459a1ddf96,An attacker can quickly break individual connections.,"Disable the reported weak KEX algorithm(s)

  - 1024-bit MODP group / prime KEX algorithms:

  Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.",,"'- 1024-bit MODP group / prime KEX algorithms:

  Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key
  exchange. Practitioners believed this was safe as long as new key exchange messages were generated
  for every connection. However, the first step in the number field sieve-the most efficient
  algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime.

  A nation-state can break a 1024-bit prime.","Checks the supported KEX algorithms of the remote SSH server.

  Currently weak KEX algorithms are defined as the following:

  - non-elliptic-curve Diffie-Hellmann (DH) KEX algorithms with 1024-bit MODP group / prime

  - ephemerally generated key exchange groups uses SHA-1

  - using RSA 1024-bit modulus key
Details:
Weak Key Exchange (KEX) Algorithm(s) Supported (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.150713)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.35,,22,tcp,5.3,Medium,80,Mitigation,Weak Host Key Algorithm(s) (SSH),"The remote SSH server is configured to allow / support weak host
  key algorithm(s).","The remote SSH server supports the following weak host key algorithm(s):

host key algorithm | Description
-----------------------------------------------------------------------------------------
ssh-dss            | Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
",1.3.6.1.4.1.25623.1.0.117687,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:40:16Z,bd6a3079-a838-4b31-9f12-77e8e3a19f55,,Disable the reported weak host key algorithm(s).,,,"Checks the supported host key algorithms of the remote SSH
  server.

  Currently weak host key algorithms are defined as the following:

  - ssh-dss: Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
Details:
Weak Host Key Algorithm(s) (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.117687)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.42,,22,tcp,5.3,Medium,80,Mitigation,Weak Host Key Algorithm(s) (SSH),"The remote SSH server is configured to allow / support weak host
  key algorithm(s).","The remote SSH server supports the following weak host key algorithm(s):

host key algorithm | Description
-----------------------------------------------------------------------------------------
ssh-dss            | Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
",1.3.6.1.4.1.25623.1.0.117687,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:43:35Z,70fb1f4b-5fed-40e5-88f9-efd417542ed1,,Disable the reported weak host key algorithm(s).,,,"Checks the supported host key algorithms of the remote SSH
  server.

  Currently weak host key algorithms are defined as the following:

  - ssh-dss: Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
Details:
Weak Host Key Algorithm(s) (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.117687)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.92,host-fe83a27f,22,tcp,5.3,Medium,80,Mitigation,Weak Host Key Algorithm(s) (SSH),"The remote SSH server is configured to allow / support weak host
  key algorithm(s).","The remote SSH server supports the following weak host key algorithm(s):

host key algorithm | Description
-----------------------------------------------------------------------------------------
ssh-dss            | Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
",1.3.6.1.4.1.25623.1.0.117687,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:51:26Z,7145d191-dd6d-4744-beee-6b76be07e861,,Disable the reported weak host key algorithm(s).,,,"Checks the supported host key algorithms of the remote SSH
  server.

  Currently weak host key algorithms are defined as the following:

  - ssh-dss: Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
Details:
Weak Host Key Algorithm(s) (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.117687)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.224,host-5c498da2,22,tcp,5.3,Medium,80,Mitigation,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),"The remote SSH server is configured to allow / support weak key
  exchange (KEX) algorithm(s).","The remote SSH server supports the following weak KEX algorithm(s):

KEX algorithm                      | Reason
-------------------------------------------------------------------------------------------
diffie-hellman-group-exchange-sha1 | Using SHA-1
diffie-hellman-group1-sha1         | Using Oakley Group 2 (a 1024-bit MODP group) and SHA-1
",1.3.6.1.4.1.25623.1.0.150713,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:45:48Z,b3c96e5d-79ad-45d2-8a3b-5c22c64d59ff,An attacker can quickly break individual connections.,"Disable the reported weak KEX algorithm(s)

  - 1024-bit MODP group / prime KEX algorithms:

  Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.",,"'- 1024-bit MODP group / prime KEX algorithms:

  Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key
  exchange. Practitioners believed this was safe as long as new key exchange messages were generated
  for every connection. However, the first step in the number field sieve-the most efficient
  algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime.

  A nation-state can break a 1024-bit prime.","Checks the supported KEX algorithms of the remote SSH server.

  Currently weak KEX algorithms are defined as the following:

  - non-elliptic-curve Diffie-Hellmann (DH) KEX algorithms with 1024-bit MODP group / prime

  - ephemerally generated key exchange groups uses SHA-1

  - using RSA 1024-bit modulus key
Details:
Weak Key Exchange (KEX) Algorithm(s) Supported (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.150713)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.5,host-f197e019,22,tcp,5.3,Medium,80,Mitigation,Weak Host Key Algorithm(s) (SSH),"The remote SSH server is configured to allow / support weak host
  key algorithm(s).","The remote SSH server supports the following weak host key algorithm(s):

host key algorithm | Description
-----------------------------------------------------------------------------------------
ssh-dss            | Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
",1.3.6.1.4.1.25623.1.0.117687,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:17:35Z,c820a91f-20af-48d0-aa8f-4cc31c4112d2,,Disable the reported weak host key algorithm(s).,,,"Checks the supported host key algorithms of the remote SSH
  server.

  Currently weak host key algorithms are defined as the following:

  - ssh-dss: Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
Details:
Weak Host Key Algorithm(s) (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.117687)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.185,host-0fd3e9f8,22,tcp,5.3,Medium,80,Mitigation,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),"The remote SSH server is configured to allow / support weak key
  exchange (KEX) algorithm(s).","The remote SSH server supports the following weak KEX algorithm(s):

KEX algorithm                      | Reason
------------------------------------------------
diffie-hellman-group-exchange-sha1 | Using SHA-1
",1.3.6.1.4.1.25623.1.0.150713,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:26:35Z,b8307959-5eb5-46dc-9c68-7a33c1115e2c,An attacker can quickly break individual connections.,"Disable the reported weak KEX algorithm(s)

  - 1024-bit MODP group / prime KEX algorithms:

  Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.",,"'- 1024-bit MODP group / prime KEX algorithms:

  Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key
  exchange. Practitioners believed this was safe as long as new key exchange messages were generated
  for every connection. However, the first step in the number field sieve-the most efficient
  algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime.

  A nation-state can break a 1024-bit prime.","Checks the supported KEX algorithms of the remote SSH server.

  Currently weak KEX algorithms are defined as the following:

  - non-elliptic-curve Diffie-Hellmann (DH) KEX algorithms with 1024-bit MODP group / prime

  - ephemerally generated key exchange groups uses SHA-1

  - using RSA 1024-bit modulus key
Details:
Weak Key Exchange (KEX) Algorithm(s) Supported (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.150713)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.4,host-9c8d5c81,22,tcp,5.3,Medium,80,Mitigation,Weak Host Key Algorithm(s) (SSH),"The remote SSH server is configured to allow / support weak host
  key algorithm(s).","The remote SSH server supports the following weak host key algorithm(s):

host key algorithm | Description
-----------------------------------------------------------------------------------------
ssh-dss            | Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
",1.3.6.1.4.1.25623.1.0.117687,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:10:07Z,57fecd53-1a96-4ff2-9f7e-34b883578b84,,Disable the reported weak host key algorithm(s).,,,"Checks the supported host key algorithms of the remote SSH
  server.

  Currently weak host key algorithms are defined as the following:

  - ssh-dss: Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
Details:
Weak Host Key Algorithm(s) (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.117687)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.91,host-74e226fb,80,tcp,5.3,Medium,70,Workaround,MacOS X Finder .DS_Store Information Disclosure,"MacOS X creates a hidden file '.DS_Store', in each directory that has been viewed
  with the 'Finder'. This file contains a list of the contents of the directory, giving an attacker
  information on the structure and contents of your website.","The following files were identified:

http://liase/ssv/.DS_Store
http://liase/ssv//public/download/.DS_Store
http://liase/ssv/public/download/.DS_Store
",1.3.6.1.4.1.25623.1.0.10756,"CVE-2016-1776,CVE-2018-6470",3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:48:59Z,bb9e788c-2b5c-46b3-87c9-f63e3ecf0eeb,,"Block access to hidden files (starting with a dot) within your webservers
  configuration",,,"
Details:
MacOS X Finder '.DS_Store' Information Disclosure
(OID: 1.3.6.1.4.1.25623.1.0.10756)
Version used: 2023-08-01T13:29:10Z
",,,"DFN-CERT-2016-0489,CB-K16/0450",
150.164.203.91,host-74e226fb,80,tcp,5.3,Medium,70,Workaround,MacOS X Finder .DS_Store Information Disclosure,"MacOS X creates a hidden file '.DS_Store', in each directory that has been viewed
  with the 'Finder'. This file contains a list of the contents of the directory, giving an attacker
  information on the structure and contents of your website.","The following files were identified:

http://bioinfo.dcc.ufmg.br/ssv/.DS_Store
http://bioinfo.dcc.ufmg.br/ssv//public/download/.DS_Store
http://bioinfo.dcc.ufmg.br/ssv/public/download/.DS_Store
",1.3.6.1.4.1.25623.1.0.10756,"CVE-2016-1776,CVE-2018-6470",3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:48:59Z,83514e32-088c-4224-8378-7eeda7339082,,"Block access to hidden files (starting with a dot) within your webservers
  configuration",,,"
Details:
MacOS X Finder '.DS_Store' Information Disclosure
(OID: 1.3.6.1.4.1.25623.1.0.10756)
Version used: 2023-08-01T13:29:10Z
",,,"DFN-CERT-2016-0489,CB-K16/0450",
150.164.203.48,,22,tcp,5.3,Medium,80,Mitigation,Weak Host Key Algorithm(s) (SSH),"The remote SSH server is configured to allow / support weak host
  key algorithm(s).","The remote SSH server supports the following weak host key algorithm(s):

host key algorithm | Description
-----------------------------------------------------------------------------------------
ssh-dss            | Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
",1.3.6.1.4.1.25623.1.0.117687,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:14:02Z,3645642e-f685-432d-a6a6-b637649f9a5a,,Disable the reported weak host key algorithm(s).,,,"Checks the supported host key algorithms of the remote SSH
  server.

  Currently weak host key algorithms are defined as the following:

  - ssh-dss: Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
Details:
Weak Host Key Algorithm(s) (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.117687)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.16,,22,tcp,5.3,Medium,80,Mitigation,Weak Host Key Algorithm(s) (SSH),"The remote SSH server is configured to allow / support weak host
  key algorithm(s).","The remote SSH server supports the following weak host key algorithm(s):

host key algorithm | Description
-----------------------------------------------------------------------------------------
ssh-dss            | Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
",1.3.6.1.4.1.25623.1.0.117687,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:33:37Z,909007ee-0a54-432d-aad0-3e4a80a9d254,,Disable the reported weak host key algorithm(s).,,,"Checks the supported host key algorithms of the remote SSH
  server.

  Currently weak host key algorithms are defined as the following:

  - ssh-dss: Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
Details:
Weak Host Key Algorithm(s) (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.117687)
Version used: 2023-10-12T05:05:32Z
",,,,
150.164.203.69,host-c6f6cb7d,22,tcp,5.3,Medium,80,Mitigation,Weak Host Key Algorithm(s) (SSH),"The remote SSH server is configured to allow / support weak host
  key algorithm(s).","The remote SSH server supports the following weak host key algorithm(s):

host key algorithm | Description
-----------------------------------------------------------------------------------------
ssh-dss            | Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
",1.3.6.1.4.1.25623.1.0.117687,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T02:03:17Z,545e8b43-e469-4162-a76e-3582232cca0e,,Disable the reported weak host key algorithm(s).,,,"Checks the supported host key algorithms of the remote SSH
  server.

  Currently weak host key algorithms are defined as the following:

  - ssh-dss: Digital Signature Algorithm (DSA) / Digital Signature Standard (DSS)
Details:
Weak Host Key Algorithm(s) (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.117687)
Version used: 2023-10-12T05:05:32Z
",,,,
